"conventional.date","conventional.average_price","conventional.total_volume","conventional.type","conventional.year","conventional.geography","conventional.Mileage","conventional.total_sales","organic.date","organic.average_price","organic.total_volume","organic.type","organic.year","organic.geography","organic.Mileage","organic.total_sales","organic.share_total_sales","conventional.share_total_sales","ave.con.share","ave.org.share"
"2018/7/8",1.01,434745,"conventional",2018,"Harrisburg/Scranton",2717,439092.45,"2018/7/8",1.43,11689,"organic",2018,"Harrisburg/Scranton",2717,16715.27,0.0366717571172336,0.963328242882766,0.943439474398886,0.0565605256011136
"2018/7/8",1.26,450000,"conventional",2018,"Hartford/Springfield",2906,567000,"2018/7/8",2.14,13760,"organic",2018,"Hartford/Springfield",2906,29446.4,0.0493697338101127,0.950630266189887,0.94103680481658,0.0589631951834199
"2018/7/8",0.64,2084147,"conventional",2018,"Houston",1656,1333854.08,"2018/7/8",1.35,24313,"organic",2018,"Houston",1656,32822.55,0.0240163249151337,0.975983675084866,0.966414443488332,0.0335855565116683
"2018/7/8",1.05,230473,"conventional",2018,"Indianapolis",2083,241996.65,"2018/7/8",1.3,8634,"organic",2018,"Indianapolis",2083,11224.2,0.0443257338406375,0.955674266159362,0.945371948156886,0.0546280518431136
"2018/7/8",1.07,252290,"conventional",2018,"Jacksonville",2440,269950.3,"2018/7/8",1.31,3869,"organic",2018,"Jacksonville",2440,5068.39,0.018429256571617,0.981570743428383,0.978139500731126,0.0218604992688741
"2018/7/8",1.04,410209,"conventional",2018,"Las Vegas",286,426617.36,"2018/7/8",1.62,14317,"organic",2018,"Las Vegas",286,23193.54,0.0515628678629175,0.948437132137083,0.947760158322428,0.0522398416775717
"2018/7/8",1.04,3414541,"conventional",2018,"Los Angeles",111,3551122.64,"2018/7/8",1.88,109918,"organic",2018,"Los Angeles",111,206645.84,0.0549916369515133,0.945008363048487,0.943881225974794,0.0561187740252061
"2018/7/8",0.97,142520,"conventional",2018,"Louisville",2101,138244.4,"2018/7/8",1.6,4955,"organic",2018,"Louisville",2101,7928,0.0542373252406063,0.945762674759394,0.936163248380035,0.0638367516199649
"2018/7/8",1.32,830388,"conventional",2018,"Miami/Ft. Lauderdale",2843,1096112.16,"2018/7/8",1.27,10245,"organic",2018,"Miami/Ft. Lauderdale",2843,13011.15,0.0117310220447896,0.988268977955211,0.98727575637968,0.0127242436203202
"2018/7/8",0.83,357329,"conventional",2018,"Nashville",2020,296583.07,"2018/7/8",1.44,10645,"organic",2018,"Nashville",2020,15328.8,0.0491446510195332,0.950855348980467,0.939943242238379,0.060056757761621
"2018/7/8",1,359771,"conventional",2018,"New Orleans/Mobile",1954,359771,"2018/7/8",1.13,4880,"organic",2018,"New Orleans/Mobile",1954,5514.4,0.0150961412637899,0.98490385873621,0.978554582016915,0.0214454179830849
"2018/7/8",1.25,2189776,"conventional",2018,"New York",2794,2737220,"2018/7/8",1.96,82192,"organic",2018,"New York",2794,161096.32,0.0555827253527662,0.944417274647234,0.933438425149798,0.066561574850202
"2018/7/8",1.17,517375,"conventional",2018,"Orlando",2617,605328.75,"2018/7/8",1.25,10082,"organic",2018,"Orlando",2617,12602.5,0.0203946636458344,0.979605336354166,0.980111713684211,0.0198882863157888
"2018/7/8",1.15,644258,"conventional",2018,"Philadelphia",2759,740896.7,"2018/7/8",1.74,20494,"organic",2018,"Philadelphia",2759,35659.56,0.0459201243191317,0.954079875680868,0.936511942809066,0.0634880571909341
"2018/7/8",0.77,1358173,"conventional",2018,"Phoenix/Tucson",482,1045793.21,"2018/7/8",1.38,23023,"organic",2018,"Phoenix/Tucson",482,31771.74,0.0294847563480976,0.970515243651902,0.969701956979254,0.030298043020746
"2018/7/8",1.12,154532,"conventional",2018,"Pittsburgh",2445,173075.84,"2018/7/8",1.43,11471,"organic",2018,"Pittsburgh",2445,16403.53,0.0865715882420339,0.913428411757966,0.901272720977339,0.0987272790226607
"2018/7/8",1.12,674703,"conventional",2018,"Portland",855,755667.36,"2018/7/8",1.65,44193,"organic",2018,"Portland",855,72918.45,0.0880034983944511,0.911996501605549,0.923994665655572,0.0760053343444283
"2018/7/8",1.17,392086,"conventional",2018,"Raleigh/Greensboro",2557,458740.62,"2018/7/8",2.52,11961,"organic",2018,"Raleigh/Greensboro",2557,30141.72,0.0616543440697817,0.938345655930218,0.931804857309753,0.0681951426902468
"2018/7/8",1.05,333989,"conventional",2018,"Richmond/Norfolk",2632,350688.45,"2018/7/8",1.38,19284,"organic",2018,"Richmond/Norfolk",2632,26611.92,0.0705324513728942,0.929467548627106,0.928449792317041,0.0715502076829592
"2018/7/8",1.11,696242,"conventional",2018,"Sacramento",277,772828.62,"2018/7/8",1.61,14508,"organic",2018,"Sacramento",277,23357.88,0.0293371967497565,0.970662803250243,0.962944579767275,0.0370554202327255
"2018/7/8",1.11,592440,"conventional",2018,"San Diego",253,657608.4,"2018/7/8",2.09,22458,"organic",2018,"San Diego",253,46937.22,0.0666205546774955,0.933379445322504,0.936062734959172,0.0639372650408284
"2018/7/8",0.95,1484762,"conventional",2018,"San Francisco",283,1410523.9,"2018/7/8",1.76,44265,"organic",2018,"San Francisco",283,77906.4,0.0523413155456456,0.947658684454354,0.934814063488938,0.0651859365110624
"2018/7/8",1.53,503808,"conventional",2018,"Seattle",1029,770826.24,"2018/7/8",1.42,126708,"organic",2018,"Seattle",1029,179925.36,0.189245392802915,0.810754607197085,0.870418203097601,0.129581796902399
"2018/7/8",1.39,90910,"conventional",2018,"Spokane",1097,126364.9,"2018/7/8",1.65,7113,"organic",2018,"Spokane",1097,11736.45,0.0849843249178954,0.915015675082104,0.924914231142534,0.0750857688574661
"2018/7/8",1.17,241494,"conventional",2018,"St. Louis",1841,282547.98,"2018/7/8",1.62,13267,"organic",2018,"St. Louis",1841,21492.54,0.0706897225409298,0.92931027745907,0.933648181888816,0.0663518181111838
"2018/7/8",1.16,104238,"conventional",2018,"Syracuse",2693,120916.08,"2018/7/8",1.29,3935,"organic",2018,"Syracuse",2693,5076.15,0.0402893892742434,0.959710610725757,0.939977816469908,0.0600221835300924
"2018/7/8",1.24,540541,"conventional",2018,"Tampa",2636,670270.84,"2018/7/8",1.25,8391,"organic",2018,"Tampa",2636,10488.75,0.0154074215832935,0.984592578416707,0.982892930828724,0.0171070691712757
"2018/7/15",1.39,132092,"conventional",2018,"Albany",2832,183607.88,"2018/7/15",1.59,3087,"organic",2018,"Albany",2832,4908.33,0.0260366469281342,0.973963353071866,0.967559739478929,0.0324402605210707
"2018/7/15",0.89,777095,"conventional",2018,"Atlanta",2199,691614.55,"2018/7/15",1.5,23869,"organic",2018,"Atlanta",2199,35803.5,0.0492199774256358,0.950780022574364,0.950191710190095,0.0498082898099051
"2018/7/15",1.44,873113,"conventional",2018,"Baltimore/Washington",2679,1257282.72,"2018/7/15",1.51,40188,"organic",2018,"Baltimore/Washington",2679,60683.88,0.0460435643816771,0.953956435618323,0.944935705825464,0.0550642941745357
"2018/7/15",1.16,107978,"conventional",2018,"Boise",827,125254.48,"2018/7/15",1.77,3298,"organic",2018,"Boise",827,5837.46,0.0445295111202107,0.955470488879789,0.943837287582292,0.056162712417708
"2018/7/15",1.23,830108,"conventional",2018,"Boston",2998,1021032.84,"2018/7/15",1.7,29897,"organic",2018,"Boston",2998,50824.9,0.0474175798739859,0.952582420126014,0.944402626536698,0.0555973734633019
"2018/7/15",1.16,189577,"conventional",2018,"Buffalo/Rochester",2552,219909.32,"2018/7/15",1.21,14807,"organic",2018,"Buffalo/Rochester",2552,17916.47,0.075334428616846,0.924665571383154,0.926154647760673,0.0738453522393267
"2018/7/15",1.28,263246,"conventional",2018,"Charlotte",2428,336954.88,"2018/7/15",1.93,14295,"organic",2018,"Charlotte",2428,27589.35,0.0756817629509593,0.924318237049041,0.933943830589444,0.066056169410556
"2018/7/15",1.22,931627,"conventional",2018,"Chicago",2030,1136584.94,"2018/7/15",1.59,51636,"organic",2018,"Chicago",2030,82101.24,0.0673686477678774,0.932631352232123,0.921864208370615,0.078135791629385
"2018/7/15",0.95,300718,"conventional",2018,"Cincinnati/Dayton",2190,285682.1,"2018/7/15",1.73,16366,"organic",2018,"Cincinnati/Dayton",2190,28313.18,0.0901707184897811,0.909829281510219,0.921640979752964,0.0783590202470356
"2018/7/15",0.89,229774,"conventional",2018,"Columbus",2261,204498.86,"2018/7/15",1.46,9208,"organic",2018,"Columbus",2261,13443.68,0.0616845155608446,0.938315484439155,0.928429826068234,0.0715701739317663
"2018/7/15",0.77,1668684,"conventional",2018,"Dallas/Ft. Worth",1449,1284886.68,"2018/7/15",1.34,27699,"organic",2018,"Dallas/Ft. Worth",1449,37116.66,0.0280760712752814,0.971923928724719,0.96479638894717,0.0352036110528297
"2018/7/15",1.02,1012310,"conventional",2018,"Denver",1032,1032556.2,"2018/7/15",1.58,30197,"organic",2018,"Denver",1032,47711.26,0.0441661549261143,0.955833845073886,0.946481603768874,0.053518396231126
"2018/7/15",1.04,509997,"conventional",2018,"Detroit",2296,530396.88,"2018/7/15",1.52,16361,"organic",2018,"Detroit",2296,24868.72,0.0447870712682363,0.955212928731764,0.941869889252581,0.0581301107474194
"2018/7/15",1.38,214201,"conventional",2018,"Grand Rapids",2193,295597.38,"2018/7/15",1.31,10409,"organic",2018,"Grand Rapids",2193,13635.79,0.0440954959650674,0.955904504034933,0.953442082798573,0.0465579172014267
"2018/7/15",1.02,335229,"conventional",2018,"Harrisburg/Scranton",2717,341933.58,"2018/7/15",1.47,13593,"organic",2018,"Harrisburg/Scranton",2717,19981.71,0.0552110136048687,0.944788986395131,0.943439474398886,0.0565605256011136
"2018/7/15",1.25,391124,"conventional",2018,"Hartford/Springfield",2906,488905,"2018/7/15",1.92,22614,"organic",2018,"Hartford/Springfield",2906,43418.88,0.0815647796976532,0.918435220302347,0.94103680481658,0.0589631951834199
"2018/7/15",0.72,1680785,"conventional",2018,"Houston",1656,1210165.2,"2018/7/15",1.31,32340,"organic",2018,"Houston",1656,42365.4,0.0338238443036841,0.966176155696316,0.966414443488332,0.0335855565116683
"2018/7/15",1.07,209655,"conventional",2018,"Indianapolis",2083,224330.85,"2018/7/15",1.38,9867,"organic",2018,"Indianapolis",2083,13616.46,0.0572246855827032,0.942775314417297,0.945371948156886,0.0546280518431136
"2018/7/15",1.12,239307,"conventional",2018,"Jacksonville",2440,268023.84,"2018/7/15",1.31,3864,"organic",2018,"Jacksonville",2440,5061.84,0.0185357210967635,0.981464278903236,0.978139500731126,0.0218604992688741
"2018/7/15",1.03,373426,"conventional",2018,"Las Vegas",286,384628.78,"2018/7/15",1.6,14464,"organic",2018,"Las Vegas",286,23142.4,0.056753397824731,0.943246602175269,0.947760158322428,0.0522398416775717
"2018/7/15",1.05,3136669,"conventional",2018,"Los Angeles",111,3293502.45,"2018/7/15",1.84,103514,"organic",2018,"Los Angeles",111,190465.76,0.0546692014735691,0.945330798526431,0.943881225974794,0.0561187740252061
"2018/7/15",1.1,110437,"conventional",2018,"Louisville",2101,121480.7,"2018/7/15",1.69,5386,"organic",2018,"Louisville",2101,9102.34,0.0697053767472407,0.930294623252759,0.936163248380035,0.0638367516199649
"2018/7/15",1.35,821141,"conventional",2018,"Miami/Ft. Lauderdale",2843,1108540.35,"2018/7/15",1.32,10594,"organic",2018,"Miami/Ft. Lauderdale",2843,13984.08,0.0124577065997575,0.987542293400242,0.98727575637968,0.0127242436203202
"2018/7/15",0.77,339924,"conventional",2018,"Nashville",2020,261741.48,"2018/7/15",1.5,12238,"organic",2018,"Nashville",2020,18357,0.06553766375312,0.93446233624688,0.939943242238379,0.060056757761621
"2018/7/15",1.11,327531,"conventional",2018,"New Orleans/Mobile",1954,363559.41,"2018/7/15",1.06,4218,"organic",2018,"New Orleans/Mobile",1954,4471.08,0.0121486673563378,0.987851332643662,0.978554582016915,0.0214454179830849
"2018/7/15",1.19,1994054,"conventional",2018,"New York",2794,2372924.26,"2018/7/15",1.7,139289,"organic",2018,"New York",2794,236791.3,0.0907345243402695,0.909265475659731,0.933438425149798,0.066561574850202
"2018/7/15",1.2,497474,"conventional",2018,"Orlando",2617,596968.8,"2018/7/15",1.28,9527,"organic",2018,"Orlando",2617,12194.56,0.0200185382128039,0.979981461787196,0.980111713684211,0.0198882863157888
"2018/7/15",1.15,551410,"conventional",2018,"Philadelphia",2759,634121.5,"2018/7/15",1.62,29151,"organic",2018,"Philadelphia",2759,47224.62,0.0693107638156067,0.930689236184393,0.936511942809066,0.0634880571909341
"2018/7/15",0.78,1231210,"conventional",2018,"Phoenix/Tucson",482,960343.8,"2018/7/15",1.34,21260,"organic",2018,"Phoenix/Tucson",482,28488.4,0.0288101459479171,0.971189854052083,0.969701956979254,0.030298043020746
"2018/7/15",1.13,146420,"conventional",2018,"Pittsburgh",2445,165454.6,"2018/7/15",1.47,14661,"organic",2018,"Pittsburgh",2445,21551.67,0.115245708071713,0.884754291928287,0.901272720977339,0.0987272790226607
"2018/7/15",1.18,668222,"conventional",2018,"Portland",855,788501.96,"2018/7/15",1.78,35260,"organic",2018,"Portland",855,62762.8,0.0737288831267959,0.926271116873204,0.923994665655572,0.0760053343444283
"2018/7/15",1.18,362332,"conventional",2018,"Raleigh/Greensboro",2557,427551.76,"2018/7/15",2.08,17277,"organic",2018,"Raleigh/Greensboro",2557,35936.16,0.0775341890248186,0.922465810975181,0.931804857309753,0.0681951426902468
"2018/7/15",1,314452,"conventional",2018,"Richmond/Norfolk",2632,314452,"2018/7/15",1.44,19413,"organic",2018,"Richmond/Norfolk",2632,27954.72,0.0816418556271326,0.918358144372868,0.928449792317041,0.0715502076829592
"2018/7/15",1.31,546117,"conventional",2018,"Sacramento",277,715413.27,"2018/7/15",1.58,11614,"organic",2018,"Sacramento",277,18350.12,0.0250082250628503,0.97499177493715,0.962944579767275,0.0370554202327255
"2018/7/15",1.15,523532,"conventional",2018,"San Diego",253,602061.8,"2018/7/15",2.04,20454,"organic",2018,"San Diego",253,41726.16,0.0648135140644755,0.935186485935524,0.936062734959172,0.0639372650408284
"2018/7/15",1.31,920705,"conventional",2018,"San Francisco",283,1206123.55,"2018/7/15",1.84,30398,"organic",2018,"San Francisco",283,55932.32,0.0443184183280254,0.955681581671975,0.934814063488938,0.0651859365110624
"2018/7/15",1.4,604198,"conventional",2018,"Seattle",1029,845877.2,"2018/7/15",1.86,62375,"organic",2018,"Seattle",1029,116017.5,0.120613514140373,0.879386485859627,0.870418203097601,0.129581796902399
"2018/7/15",1.28,99737,"conventional",2018,"Spokane",1097,127663.36,"2018/7/15",1.63,6789,"organic",2018,"Spokane",1097,11066.07,0.0797672851391374,0.920232714860863,0.924914231142534,0.0750857688574661
"2018/7/15",1.2,200891,"conventional",2018,"St. Louis",1841,241069.2,"2018/7/15",1.66,13068,"organic",2018,"St. Louis",1841,21692.88,0.0825571178307007,0.917442882169299,0.933648181888816,0.0663518181111838
"2018/7/15",1.25,93188,"conventional",2018,"Syracuse",2693,116485,"2018/7/15",1.28,4709,"organic",2018,"Syracuse",2693,6027.52,0.049199216537216,0.950800783462784,0.939977816469908,0.0600221835300924
"2018/7/15",1.3,510405,"conventional",2018,"Tampa",2636,663526.5,"2018/7/15",1.32,8244,"organic",2018,"Tampa",2636,10882.08,0.0161357377748664,0.983864262225134,0.982892930828724,0.0171070691712757
"2018/7/22",1.15,133410,"conventional",2018,"Albany",2832,153421.5,"2018/7/22",1.42,4377,"organic",2018,"Albany",2832,6215.34,0.0389342460048695,0.961065753995131,0.967559739478929,0.0324402605210707
"2018/7/22",0.98,688442,"conventional",2018,"Atlanta",2199,674673.16,"2018/7/22",1.5,23257,"organic",2018,"Atlanta",2199,34885.5,0.0491650683257111,0.950834931674289,0.950191710190095,0.0498082898099051
"2018/7/22",1.42,869103,"conventional",2018,"Baltimore/Washington",2679,1234126.26,"2018/7/22",1.49,40132,"organic",2018,"Baltimore/Washington",2679,59796.68,0.046213478524463,0.953786521475537,0.944935705825464,0.0550642941745357
"2018/7/22",1.2,104861,"conventional",2018,"Boise",827,125833.2,"2018/7/22",1.77,3540,"organic",2018,"Boise",827,6265.8,0.0474326073626598,0.95256739263734,0.943837287582292,0.056162712417708
"2018/7/22",1.28,723378,"conventional",2018,"Boston",2998,925923.84,"2018/7/22",1.74,32150,"organic",2018,"Boston",2998,55941,0.0569742369020974,0.943025763097903,0.944402626536698,0.0555973734633019
"2018/7/22",1.16,173973,"conventional",2018,"Buffalo/Rochester",2552,201808.68,"2018/7/22",1.19,15724,"organic",2018,"Buffalo/Rochester",2552,18711.56,0.0848518938669757,0.915148106133024,0.926154647760673,0.0738453522393267
"2018/7/22",1.29,254425,"conventional",2018,"Charlotte",2428,328208.25,"2018/7/22",1.92,13031,"organic",2018,"Charlotte",2428,25019.52,0.0708311240647925,0.929168875935207,0.933943830589444,0.066056169410556
"2018/7/22",1.29,821297,"conventional",2018,"Chicago",2030,1059473.13,"2018/7/22",1.5,40387,"organic",2018,"Chicago",2030,60580.5,0.0540871422380016,0.945912857761998,0.921864208370615,0.078135791629385
"2018/7/22",1.11,300815,"conventional",2018,"Cincinnati/Dayton",2190,333904.65,"2018/7/22",1.77,15484,"organic",2018,"Cincinnati/Dayton",2190,27406.68,0.0758533644654874,0.924146635534513,0.921640979752964,0.0783590202470356
"2018/7/22",1,225181,"conventional",2018,"Columbus",2261,225181,"2018/7/22",1.53,10979,"organic",2018,"Columbus",2261,16797.87,0.0694187471823469,0.930581252817653,0.928429826068234,0.0715701739317663
"2018/7/22",0.88,1481055,"conventional",2018,"Dallas/Ft. Worth",1449,1303328.4,"2018/7/22",1.21,29071,"organic",2018,"Dallas/Ft. Worth",1449,35175.91,0.0262800125014166,0.973719987498583,0.96479638894717,0.0352036110528297
"2018/7/22",1.18,862015,"conventional",2018,"Denver",1032,1017177.7,"2018/7/22",1.58,33059,"organic",2018,"Denver",1032,52233.22,0.0488429835745459,0.951157016425454,0.946481603768874,0.053518396231126
"2018/7/22",1,559688,"conventional",2018,"Detroit",2296,559688,"2018/7/22",1.47,22819,"organic",2018,"Detroit",2296,33543.93,0.0565443771713367,0.943455622828663,0.941869889252581,0.0581301107474194
"2018/7/22",1.03,308440,"conventional",2018,"Grand Rapids",2193,317693.2,"2018/7/22",1.22,12563,"organic",2018,"Grand Rapids",2193,15326.86,0.0460238341197824,0.953976165880218,0.953442082798573,0.0465579172014267
"2018/7/22",1.03,340565,"conventional",2018,"Harrisburg/Scranton",2717,350781.95,"2018/7/22",1.38,17963,"organic",2018,"Harrisburg/Scranton",2717,24788.94,0.0660033582474936,0.933996641752506,0.943439474398886,0.0565605256011136
"2018/7/22",1.25,339550,"conventional",2018,"Hartford/Springfield",2906,424437.5,"2018/7/22",1.98,15200,"organic",2018,"Hartford/Springfield",2906,30096,0.0662129414003588,0.933787058599641,0.94103680481658,0.0589631951834199
"2018/7/22",0.76,1539316,"conventional",2018,"Houston",1656,1169880.16,"2018/7/22",1.16,29848,"organic",2018,"Houston",1656,34623.68,0.0287451802561294,0.971254819743871,0.966414443488332,0.0335855565116683
"2018/7/22",1.1,215812,"conventional",2018,"Indianapolis",2083,237393.2,"2018/7/22",1.34,11226,"organic",2018,"Indianapolis",2083,15042.84,0.0595906986973809,0.940409301302619,0.945371948156886,0.0546280518431136
"2018/7/22",1.1,240487,"conventional",2018,"Jacksonville",2440,264535.7,"2018/7/22",1.48,4540,"organic",2018,"Jacksonville",2440,6719.2,0.0247707967671736,0.975229203232826,0.978139500731126,0.0218604992688741
"2018/7/22",0.99,398171,"conventional",2018,"Las Vegas",286,394189.29,"2018/7/22",1.54,13221,"organic",2018,"Las Vegas",286,20360.34,0.0491143605652235,0.950885639434776,0.947760158322428,0.0522398416775717
